ID,Name,DIESEL,DEF
4141,pilotflyingj,4.699,4.099
4130,pilotflyingj,4.799,4.059
4129,pilotflyingj,5.059,4.259
4126,pilotflyingj,4.899,4.099
4108,pilotflyingj,4.999,4.199
4105,pilotflyingj,5.459,4.099
4087,pilotflyingj,4.659,4.159
4062,pilotflyingj,6.199,4.399
4040,pilotflyingj,5.399,4.099
4036,pilotflyingj,4.499,4.299
4029,pilotflyingj,4.699,4.159
4025,pilotflyingj,4.899,4.099
4012,pilotflyingj,5.099,4.299
4011,pilotflyingj,5.299,4.099
4006,pilotflyingj,5.299,4.099
3999,pilotflyingj,4.559,4.299
3991,pilotflyingj,5.199,4.299
3980,pilotflyingj,4.999,4.099
3976,pilotflyingj,4.679,3.999
3975,pilotflyingj,5.399,4.099
3946,pilotflyingj,4.999,4.199
3941,pilotflyingj,5.099,4.259
3927,pilotflyingj,5.199,4.199
3918,pilotflyingj,5.599,4.459
3914,pilotflyingj,5.159,4.199
3909,pilotflyingj,4.559,4.259
3894,pilotflyingj,4.959,4.099
3893,pilotflyingj,4.899,4.299
3890,pilotflyingj,4.799,4.059
3876,pilotflyingj,4.859,4.159
3870,pilotflyingj,5.299,4.099
3867,pilotflyingj,4.999,4.159
3866,pilotflyingj,5.099,4.299
3863,pilotflyingj,5.199,4.199
3859,pilotflyingj,4.999,4.199
3836,pilotflyingj,4.749,
3829,pilotflyingj,5.099,4.259
3823,pilotflyingj,6.299,4.299
3807,pilotflyingj,4.749,4.199
3800,pilotflyingj,5.099,4.099
3767,pilotflyingj,6.399,4.299
3766,pilotflyingj,4.859,4.099
3765,pilotflyingj,5.399,4.099
3761,pilotflyingj,5.099,4.359
3756,pilotflyingj,4.699,4.099
3754,pilotflyingj,5.159,4.259
3751,pilotflyingj,5.359,4.099
3742,pilotflyingj,4.499,4.259
3737,pilotflyingj,4.699,4.259
3724,pilotflyingj,5.399,3.999
3711,pilotflyingj,5.259,4.359
3705,pilotflyingj,4.899,4.099
3697,pilotflyingj,5.359,4.199
3690,pilotflyingj,4.599,4.299
3689,pilotflyingj,5.359,4.199
3674,pilotflyingj,4.959,4.199
3673,pilotflyingj,4.859,4.099
3666,pilotflyingj,5.359,4.099
3654,pilotflyingj,4.699,4.159
3645,pilotflyingj,4.899,4.099
3643,pilotflyingj,5.199,4.499
3642,pilotflyingj,4.679,4.299
3640,pilotflyingj,5.359,4.299
3633,pilotflyingj,5.299,4.099
3630,pilotflyingj,4.999,4.099
3623,pilotflyingj,4.759,4.159
3619,pilotflyingj,5.399,4.099
3610,pilotflyingj,5.399,4.199
3603,pilotflyingj,5.099,4.299
3595,pilotflyingj,5.359,4.159
3591,pilotflyingj,4.559,4.299
3590,pilotflyingj,4.699,4.159
3586,pilotflyingj,5.099,4.399
3585,pilotflyingj,4.959,4.099
3583,pilotflyingj,4.999,4.159
3575,pilotflyingj,5.099,4.099
3572,pilotflyingj,5.299,4.399
3571,pilotflyingj,5.599,4.299
3569,pilotflyingj,4.999,4.259
3565,pilotflyingj,5.599,4.459
3564,pilotflyingj,5.399,4.399
3548,pilotflyingj,5.299,4.099
3545,pilotflyingj,4.599,4.199
3541,pilotflyingj,4.699,4.199
3540,pilotflyingj,5.199,4.299
3524,pilotflyingj,4.759,4.199
3513,pilotflyingj,5.099,4.199
3502,pilotflyingj,4.899,4.099
3498,pilotflyingj,5.199,4.499
3494,pilotflyingj,4.959,4.199
3489,pilotflyingj,6.159,4.299
3486,pilotflyingj,4.959,4.299
3484,pilotflyingj,4.999,4.199
3468,pilotflyingj,5.059,4.259
3458,pilotflyingj,4.959,4.099
3457,pilotflyingj,5.299,
3451,pilotflyingj,4.559,4.199
3444,pilotflyingj,4.859,4.199
3438,pilotflyingj,5.099,4.299
3437,pilotflyingj,5.199,4.099
3428,pilotflyingj,5.259,4.199
3427,pilotflyingj,4.559,4.299
3424,pilotflyingj,4.999,4.159
3423,pilotflyingj,4.499,4.259
3420,pilotflyingj,5.059,4.199
3418,pilotflyingj,4.999,4.199
3417,pilotflyingj,5.399,4.099
3406,pilotflyingj,5.399,4.299
3403,pilotflyingj,5.059,4.199
3401,pilotflyingj,5.299,4.099
3391,pilotflyingj,4.859,4.199
3384,pilotflyingj,4.999,4.199
3379,pilotflyingj,5.099,4.199
3377,pilotflyingj,4.599,4.199
3376,pilotflyingj,4.599,4.199
3370,pilotflyingj,4.759,3.999
3360,pilotflyingj,5.359,4.159
3349,pilotflyingj,5.459,4.199
3347,pilotflyingj,5.259,4.599
3332,pilotflyingj,5.199,3.999
3331,pilotflyingj,4.899,4.199
3324,pilotflyingj,4.859,4.199
3321,pilotflyingj,4.999,4.159
3317,pilotflyingj,5.059,4.099
3315,pilotflyingj,5.299,4.099
3313,pilotflyingj,4.859,4.099
3296,pilotflyingj,5.259,4.199
3271,pilotflyingj,5.399,
3270,pilotflyingj,5.159,4.259
3269,pilotflyingj,4.999,4.099
3261,pilotflyingj,4.999,4.399
3252,pilotflyingj,4.899,3.999
3247,pilotflyingj,4.599,4.199
3246,pilotflyingj,4.859,4.099
3230,pilotflyingj,5.399,4.099
3229,pilotflyingj,6.199,4.299
3226,pilotflyingj,4.699,4.099
3224,pilotflyingj,5.099,4.199
3219,pilotflyingj,6.299,4.399
3206,pilotflyingj,4.659,4.159
3194,pilotflyingj,6.159,4.299
3177,pilotflyingj,4.659,
3176,pilotflyingj,6.299,4.199
3173,pilotflyingj,5.099,4.099
3169,pilotflyingj,5.259,4.359
3166,pilotflyingj,4.999,
3158,pilotflyingj,4.959,4.099
3152,pilotflyingj,5.099,4.259
3143,pilotflyingj,4.999,4.159
3139,pilotflyingj,5.499,4.299
3124,pilotflyingj,5.299,4.299
3123,pilotflyingj,5.199,3.999
3120,pilotflyingj,5.159,4.099
3118,pilotflyingj,4.659,4.199
3117,pilotflyingj,4.559,4.199
3108,pilotflyingj,5.199,4.299
3102,pilotflyingj,4.899,4.299
3100,pilotflyingj,4.699,4.259
3096,pilotflyingj,5.099,4.099
3091,pilotflyingj,4.849,
3079,pilotflyingj,4.999,4.199
3069,pilotflyingj,5.099,4.099
3056,pilotflyingj,4.999,4.099
3053,pilotflyingj,5.199,4.259
3052,pilotflyingj,5.259,4.199
3049,pilotflyingj,4.899,4.199
3031,pilotflyingj,5.099,4.399
3025,pilotflyingj,4.959,4.299
3019,pilotflyingj,4.859,4.159
3017,pilotflyingj,4.959,4.199
2996,pilotflyingj,5.559,4.459
2988,pilotflyingj,5.259,4.199
2985,pilotflyingj,4.649,4.199
2981,pilotflyingj,5.399,4.159
2976,pilotflyingj,4.699,4.199
2972,pilotflyingj,5.399,4.099
2971,pilotflyingj,5.399,4.299
2960,pilotflyingj,4.859,4.199
2955,pilotflyingj,5.359,4.159
2954,pilotflyingj,5.499,4.159
2944,pilotflyingj,6.259,4.199
2942,pilotflyingj,5.399,4.099
2935,pilotflyingj,5.299,4.399
2918,pilotflyingj,4.859,4.199
2916,pilotflyingj,4.859,4.199
2914,pilotflyingj,5.359,4.199
2909,pilotflyingj,5.199,4.299
2908,pilotflyingj,5.059,4.199
2898,pilotflyingj,4.999,3.999
2889,pilotflyingj,4.759,4.399
2888,pilotflyingj,5.359,4.599
2871,pilotflyingj,4.899,4.199
2849,pilotflyingj,5.099,4.299
2837,pilotflyingj,5.159,
2829,pilotflyingj,5.799,4.359
2825,pilotflyingj,4.759,4.099
2819,pilotflyingj,5.259,4.299
2797,pilotflyingj,5.199,4.199
2787,pilotflyingj,4.999,4.199
2785,pilotflyingj,5.059,4.259
2784,pilotflyingj,4.799,4.199
2782,pilotflyingj,4.899,3.999
2780,pilotflyingj,5.099,4.099
2773,pilotflyingj,5.099,4.299
2770,pilotflyingj,5.099,4.199
2765,pilotflyingj,4.699,4.159
2764,pilotflyingj,4.699,4.199
2762,pilotflyingj,5.299,4.099
2761,pilotflyingj,4.999,4.099
2738,pilotflyingj,4.799,4.099
2737,pilotflyingj,4.959,4.099
2734,pilotflyingj,5.159,4.099
2728,pilotflyingj,4.999,4.199
2722,pilotflyingj,4.799,4.199
2721,pilotflyingj,4.959,
2708,pilotflyingj,4.899,4.199
2686,pilotflyingj,6.199,4.299
2685,pilotflyingj,4.599,4.199
2681,pilotflyingj,4.859,4.099
2673,pilotflyingj,5.459,4.159
2662,pilotflyingj,4.899,4.099
2660,pilotflyingj,4.999,4.359
2659,pilotflyingj,5.299,4.299
2656,pilotflyingj,4.999,4.199
2640,pilotflyingj,4.799,4.099
2628,pilotflyingj,4.999,4.199
2624,pilotflyingj,5.099,4.299
2615,pilotflyingj,5.099,4.299
2612,pilotflyingj,4.959,4.199
2608,pilotflyingj,4.859,4.299
2603,pilotflyingj,5.199,4.099
2591,pilotflyingj,4.959,4.199
2590,pilotflyingj,4.559,4.199
2573,pilotflyingj,4.859,4.099
2570,pilotflyingj,5.099,4.259
2569,pilotflyingj,5.299,4.099
2560,pilotflyingj,5.359,4.099
2557,pilotflyingj,4.999,4.099
2551,pilotflyingj,4.999,4.199
2540,pilotflyingj,4.699,4.159
2535,pilotflyingj,5.199,4.099
2534,pilotflyingj,5.399,4.159
2532,pilotflyingj,5.359,4.299
2530,pilotflyingj,4.889,
2527,pilotflyingj,5.199,4.299
2524,pilotflyingj,4.959,4.099
2516,pilotflyingj,4.599,4.199
2502,pilotflyingj,4.759,4.299
2497,pilotflyingj,5.199,3.999
2483,pilotflyingj,5.459,4.099
2479,pilotflyingj,4.559,4.199
2477,pilotflyingj,4.859,4.199
2471,pilotflyingj,4.999,4.199
2456,pilotflyingj,4.699,4.199
2442,pilotflyingj,4.899,4.099
2440,pilotflyingj,5.159,2.999
2426,pilotflyingj,4.559,4.099
2420,pilotflyingj,5.399,4.159
2415,pilotflyingj,5.399,4.199
2414,pilotflyingj,4.699,4.159
2409,pilotflyingj,5.199,3.999
2402,pilotflyingj,5.199,4.299
2389,pilotflyingj,5.399,4.199
2376,pilotflyingj,4.999,4.199
2370,pilotflyingj,4.859,4.199
2343,pilotflyingj,4.859,4.299
2342,pilotflyingj,5.099,3.999
2341,pilotflyingj,4.559,4.299
2323,pilotflyingj,5.299,4.099
2313,pilotflyingj,5.299,4.099
2311,pilotflyingj,5.199,4.499
2303,pilotflyingj,4.859,4.199
2302,pilotflyingj,4.959,4.099
2298,pilotflyingj,5.099,4.099
2297,pilotflyingj,5.059,4.099
2296,pilotflyingj,4.959,4.199
2290,pilotflyingj,6.199,4.299
2274,pilotflyingj,4.599,4.259
2270,pilotflyingj,5.099,4.299
2267,pilotflyingj,4.539,4.199
2232,pilotflyingj,5.299,4.159
2230,pilotflyingj,5.599,4.299
2226,pilotflyingj,5.199,4.159
2207,pilotflyingj,5.159,4.299
2200,pilotflyingj,5.299,4.159
2197,pilotflyingj,5.299,4.099
2190,pilotflyingj,5.199,4.399
2183,pilotflyingj,4.859,4.059
2176,pilotflyingj,4.899,4.199
2165,pilotflyingj,4.859,4.199
2151,pilotflyingj,5.099,4.399
2143,pilotflyingj,4.859,4.199
2140,pilotflyingj,4.999,4.199
2134,pilotflyingj,4.899,4.099
2124,pilotflyingj,4.559,4.199
2120,pilotflyingj,4.859,4.199
2117,pilotflyingj,4.959,4.099
2105,pilotflyingj,5.099,4.299
2098,pilotflyingj,5.499,4.599
2097,pilotflyingj,5.299,4.099
2092,pilotflyingj,4.999,4.299
2085,pilotflyingj,5.059,4.199
2080,pilotflyingj,4.799,4.199
2079,pilotflyingj,4.999,4.199
2077,pilotflyingj,5.099,4.299
2076,pilotflyingj,5.159,4.259
2069,pilotflyingj,5.059,4.259
2055,pilotflyingj,5.199,4.199
2051,pilotflyingj,5.199,4.159
2044,pilotflyingj,5.359,4.099
2042,pilotflyingj,4.699,4.299
2040,pilotflyingj,4.659,4.159
2038,pilotflyingj,5.499,4.299
2031,pilotflyingj,6.199,4.299
2030,pilotflyingj,4.859,4.199
2025,pilotflyingj,5.059,4.199
2018,pilotflyingj,5.459,4.099
2017,pilotflyingj,5.299,4.099
2001,pilotflyingj,4.859,4.199
1996,pilotflyingj,4.899,4.299
1985,pilotflyingj,4.599,4.299
1981,pilotflyingj,4.659,4.299
1973,pilotflyingj,4.699,4.099
1959,pilotflyingj,5.299,4.259
1950,pilotflyingj,5.099,4.099
1937,pilotflyingj,4.859,4.199
1934,pilotflyingj,6.299,4.299
1928,pilotflyingj,6.259,4.199
1914,pilotflyingj,4.599,4.199
1910,pilotflyingj,4.859,4.199
1907,pilotflyingj,4.999,4.199
1901,pilotflyingj,4.799,4.199
1897,pilotflyingj,6.159,4.199
1890,pilotflyingj,5.099,4.199
1886,pilotflyingj,5.399,4.199
1876,pilotflyingj,4.979,4.199
1865,pilotflyingj,5.099,4.099
1860,pilotflyingj,4.899,3.999
1855,pilotflyingj,5.099,3.999
1852,pilotflyingj,5.699,
1846,pilotflyingj,4.699,4.159
1844,pilotflyingj,5.059,4.199
1834,pilotflyingj,4.959,4.099
1823,pilotflyingj,4.959,4.399
1818,pilotflyingj,5.399,4.099
1812,pilotflyingj,5.099,4.199
1811,pilotflyingj,4.999,4.199
1810,pilotflyingj,4.999,4.099
1809,pilotflyingj,4.859,4.299
1805,pilotflyingj,5.159,4.299
1795,pilotflyingj,5.359,4.199
1784,pilotflyingj,4.959,4.199
1779,pilotflyingj,4.759,4.099
1774,pilotflyingj,4.759,4.159
1770,pilotflyingj,4.599,4.259
1762,pilotflyingj,6.299,4.399
1757,pilotflyingj,4.359,3.999
1741,pilotflyingj,5.259,4.299
1739,pilotflyingj,5.259,4.199
1720,pilotflyingj,5.199,3.999
1716,pilotflyingj,5.099,4.199
1715,pilotflyingj,5.259,4.299
1694,pilotflyingj,4.959,4.099
1687,pilotflyingj,4.759,4.199
1672,pilotflyingj,5.159,3.999
1652,pilotflyingj,5.059,4.199
1645,pilotflyingj,4.499,4.299
1642,pilotflyingj,4.999,4.199
1634,pilotflyingj,5.359,4.099
1633,pilotflyingj,5.199,4.199
1619,pilotflyingj,5.399,4.099
1616,pilotflyingj,5.299,4.099
1608,pilotflyingj,5.399,4.199
1599,pilotflyingj,5.259,4.099
1594,pilotflyingj,4.899,4.299
1593,pilotflyingj,4.899,3.999
1590,pilotflyingj,5.399,4.199
1582,pilotflyingj,4.999,4.099
1579,pilotflyingj,4.999,4.259
1576,pilotflyingj,5.059,4.099
1569,pilotflyingj,5.099,4.199
1566,pilotflyingj,4.859,4.159
1560,pilotflyingj,5.399,4.099
1552,pilotflyingj,5.099,4.199
1542,pilotflyingj,5.199,4.199
1541,pilotflyingj,4.999,4.099
1537,pilotflyingj,4.599,4.259
1535,pilotflyingj,5.359,4.199
1513,pilotflyingj,5.399,4.399
1510,pilotflyingj,4.959,4.099
1505,pilotflyingj,4.799,3.999
1494,pilotflyingj,5.399,4.199
1484,pilotflyingj,5.299,4.099
1480,pilotflyingj,4.459,4.099
1474,pilotflyingj,5.099,4.099
1472,pilotflyingj,4.899,4.159
1470,pilotflyingj,5.059,4.199
1469,pilotflyingj,4.859,4.199
1462,pilotflyingj,5.359,4.199
1449,pilotflyingj,4.959,4.159
1437,pilotflyingj,5.159,4.299
1429,pilotflyingj,6.299,4.199
1418,pilotflyingj,4.499,4.199
1414,pilotflyingj,5.299,4.099
1408,pilotflyingj,4.559,4.099
1406,pilotflyingj,4.959,4.099
1385,pilotflyingj,6.199,4.399
1377,pilotflyingj,4.899,4.099
1371,pilotflyingj,5.059,4.199
1364,pilotflyingj,4.799,4.199
1362,pilotflyingj,5.399,4.099
1359,pilotflyingj,5.499,
1358,pilotflyingj,5.099,4.199
1354,pilotflyingj,5.199,4.299
1351,pilotflyingj,4.659,4.099
1346,pilotflyingj,4.959,4.259
1333,pilotflyingj,4.599,4.199
1327,pilotflyingj,5.199,4.359
1314,pilotflyingj,5.459,4.199
1308,pilotflyingj,4.759,4.159
1300,pilotflyingj,5.599,4.299
1296,pilotflyingj,4.859,4.299
1294,pilotflyingj,5.399,4.099
1286,pilotflyingj,5.399,4.099
1283,pilotflyingj,4.859,4.099
1281,pilotflyingj,4.959,4.159
1280,pilotflyingj,5.159,4.259
1269,pilotflyingj,4.859,4.159
1265,pilotflyingj,4.799,4.299
1259,pilotflyingj,5.159,4.299
1258,pilotflyingj,4.759,4.299
1255,pilotflyingj,5.059,4.259
1248,pilotflyingj,4.999,4.199
1246,pilotflyingj,5.399,4.099
1241,pilotflyingj,4.999,4.359
1240,pilotflyingj,6.199,4.299
1239,pilotflyingj,5.299,4.199
1229,pilotflyingj,5.099,4.199
1209,pilotflyingj,4.899,4.099
1200,pilotflyingj,4.959,4.199
1198,pilotflyingj,5.399,4.199
1195,pilotflyingj,4.599,4.259
1183,pilotflyingj,4.999,4.199
1177,pilotflyingj,4.899,4.099
1176,pilotflyingj,5.059,4.099
1174,pilotflyingj,4.759,4.099
1164,pilotflyingj,4.999,4.199
1160,pilotflyingj,5.099,4.399
1150,pilotflyingj,5.359,4.199
1149,pilotflyingj,4.899,4.099
1142,pilotflyingj,5.359,4.199
1128,pilotflyingj,5.599,4.459
1122,pilotflyingj,4.959,4.299
1116,pilotflyingj,5.059,4.159
1106,pilotflyingj,5.259,4.199
1091,pilotflyingj,4.999,4.159
1075,pilotflyingj,4.999,4.199
1068,pilotflyingj,4.999,4.099
1064,pilotflyingj,4.539,3.999
1056,pilotflyingj,5.099,4.399
1053,pilotflyingj,5.499,
1049,pilotflyingj,4.859,4.099
1041,pilotflyingj,5.099,4.099
1040,pilotflyingj,5.299,4.199
1035,pilotflyingj,4.899,4.299
1034,pilotflyingj,5.399,4.199
1022,pilotflyingj,4.759,4.199
1017,pilotflyingj,4.959,4.099
999,pilotflyingj,5.399,4.099
993,pilotflyingj,4.759,4.099
978,pilotflyingj,4.559,4.299
973,pilotflyingj,4.899,4.099
968,pilotflyingj,5.159,4.299
966,pilotflyingj,5.259,4.299
964,pilotflyingj,4.759,4.199
953,pilotflyingj,4.999,4.199
950,pilotflyingj,5.259,4.199
943,pilotflyingj,5.059,4.199
940,pilotflyingj,4.859,4.059
939,pilotflyingj,5.099,4.199
917,pilotflyingj,6.379,4.299
911,pilotflyingj,4.499,4.199
908,pilotflyingj,6.199,4.299
898,pilotflyingj,5.099,4.099
897,pilotflyingj,4.959,4.099
895,pilotflyingj,5.099,4.099
888,pilotflyingj,4.899,4.099
885,pilotflyingj,4.859,4.099
883,pilotflyingj,4.559,4.299
879,pilotflyingj,4.799,4.299
864,pilotflyingj,5.359,4.199
858,pilotflyingj,6.299,4.299
854,pilotflyingj,5.399,4.199
852,pilotflyingj,4.859,4.199
832,pilotflyingj,4.859,4.199
829,pilotflyingj,5.399,4.499
828,pilotflyingj,6.299,4.299
821,pilotflyingj,4.999,4.199
818,pilotflyingj,4.959,4.159
804,pilotflyingj,5.159,4.099
782,pilotflyingj,5.299,4.099
780,pilotflyingj,4.959,4.099
772,pilotflyingj,5.559,4.459
765,pilotflyingj,4.899,4.199
759,pilotflyingj,4.859,4.299
756,pilotflyingj,4.759,4.199
754,pilotflyingj,4.999,4.199
746,pilotflyingj,4.999,4.199
737,pilotflyingj,6.199,4.299
731,pilotflyingj,4.999,4.199
729,pilotflyingj,5.499,4.299
727,pilotflyingj,4.899,4.099
718,pilotflyingj,5.359,4.199
713,pilotflyingj,5.499,
707,pilotflyingj,4.459,4.299
697,pilotflyingj,5.059,4.199
696,pilotflyingj,4.899,4.099
693,pilotflyingj,4.859,4.299
685,pilotflyingj,5.199,4.399
676,pilotflyingj,4.699,4.199
671,pilotflyingj,4.899,4.099
669,pilotflyingj,5.059,4.199
661,pilotflyingj,5.099,4.299
660,pilotflyingj,4.859,4.299
650,pilotflyingj,5.199,3.999
634,pilotflyingj,5.199,4.299
625,pilotflyingj,5.259,4.599
617,pilotflyingj,4.999,4.159
609,pilotflyingj,5.199,3.999
607,pilotflyingj,4.859,4.199
595,pilotflyingj,4.999,4.099
593,pilotflyingj,5.059,4.159
584,pilotflyingj,5.399,4.099
581,pilotflyingj,6.299,4.299
570,pilotflyingj,4.959,4.299
566,pilotflyingj,5.099,3.999
565,pilotflyingj,5.199,4.359
564,pilotflyingj,4.799,4.199
560,pilotflyingj,4.899,4.299
528,pilotflyingj,5.159,4.099
527,pilotflyingj,4.799,4.199
502,pilotflyingj,4.999,4.099
491,pilotflyingj,4.899,4.199
488,pilotflyingj,4.699,4.099
486,pilotflyingj,4.799,4.099
481,pilotflyingj,5.359,4.299
472,pilotflyingj,4.699,4.099
463,pilotflyingj,4.999,4.099
450,pilotflyingj,5.499,4.449
445,pilotflyingj,5.099,4.359
432,pilotflyingj,5.159,4.399
430,pilotflyingj,6.199,4.299
408,pilotflyingj,5.199,4.199
405,pilotflyingj,5.099,4.199
393,pilotflyingj,5.159,4.099
391,pilotflyingj,5.359,4.099
381,pilotflyingj,4.799,4.099
380,pilotflyingj,4.959,4.259
370,pilotflyingj,5.299,4.099
362,pilotflyingj,4.759,4.099
359,pilotflyingj,4.399,4.099
349,pilotflyingj,5.399,4.199
343,pilotflyingj,5.359,4.199
342,pilotflyingj,5.199,4.199
335,pilotflyingj,6.699,4.359
308,pilotflyingj,4.959,4.259
305,pilotflyingj,5.059,4.159
296,pilotflyingj,4.859,4.099
295,pilotflyingj,4.479,4.299
290,pilotflyingj,5.299,4.199
283,pilotflyingj,4.559,4.259
281,pilotflyingj,4.759,4.199
267,pilotflyingj,5.199,4.299
255,pilotflyingj,5.159,4.099
254,pilotflyingj,4.859,4.199
245,pilotflyingj,4.859,4.259
238,pilotflyingj,5.459,4.199
237,pilotflyingj,4.999,4.099
236,pilotflyingj,4.999,4.199
226,pilotflyingj,5.499,4.299
210,pilotflyingj,5.099,4.199
208,pilotflyingj,5.499,
203,pilotflyingj,5.199,4.099
201,pilotflyingj,5.099,3.999
193,pilotflyingj,4.659,4.199
191,pilotflyingj,5.199,4.199
183,pilotflyingj,4.999,3.999
170,pilotflyingj,4.459,4.299
169,pilotflyingj,4.999,4.259
162,pilotflyingj,5.099,4.099
145,pilotflyingj,5.299,4.399
117,pilotflyingj,5.399,4.199
116,pilotflyingj,5.099,4.099
114,pilotflyingj,4.859,4.299
111,pilotflyingj,5.299,4.199
108,pilotflyingj,5.099,4.099
86,pilotflyingj,5.299,4.199
83,pilotflyingj,5.099,4.199
75,pilotflyingj,5.159,4.099
65,pilotflyingj,5.259,4.199
57,pilotflyingj,5.159,4.259
50,pilotflyingj,5.299,4.299
37,pilotflyingj,4.999,4.199
34,pilotflyingj,4.999,4.099
33,pilotflyingj,5.059,4.159
32,pilotflyingj,5.059,4.199
30,pilotflyingj,5.099,4.299
28,pilotflyingj,4.899,4.199
24,pilotflyingj,4.599,4.199
15,pilotflyingj,5.299,4.199
12,pilotflyingj,4.599,3.999
9,pilotflyingj,5.199,4.159
7,pilotflyingj,5.399,4.299
92221,kwiktrip,4.459,3.989
92220,kwiktrip,4.539,4.089
92218,kwiktrip,4.699,3.989
92173,kwiktrip,4.739,4.089
92171,kwiktrip,4.499,3.949
92170,kwiktrip,4.969,
92169,kwiktrip,4.899,
92168,kwiktrip,4.999,
92167,kwiktrip,4.839,3.989
92166,kwiktrip,3.989,3.989
92165,kwiktrip,3.989,3.989
92164,kwiktrip,4.749,3.989
92163,kwiktrip,4.799,
92162,kwiktrip,4.899,3.989
92160,kwiktrip,4.919,3.999
92159,kwiktrip,4.749,4.099
92157,kwiktrip,4.699,
92156,kwiktrip,4.859,
92155,kwiktrip,4.459,3.989
92154,kwiktrip,4.559,
92153,kwiktrip,4.699,3.989
92152,kwiktrip,4.699,3.989
92151,kwiktrip,4.549,3.899
92150,kwiktrip,4.859,3.889
92149,kwiktrip,4.749,
92148,kwiktrip,4.769,
92141,kwiktrip,4.699,3.949
92140,kwiktrip,4.799,3.989
92138,kwiktrip,4.699,3.899
92133,kwiktrip,4.679,3.949
92130,kwiktrip,4.749,3.989
92129,kwiktrip,4.699,
92128,kwiktrip,4.649,3.849
92127,kwiktrip,5.099,3.989
92126,kwiktrip,4.739,4.089
92125,kwiktrip,4.539,4.089
92124,kwiktrip,4.699,3.959
92123,kwiktrip,4.649,3.999
92122,kwiktrip,4.699,3.949
92121,kwiktrip,4.839,3.989
92120,kwiktrip,4.699,3.989
92118,kwiktrip,4.699,
92117,kwiktrip,4.649,3.849
92116,kwiktrip,4.699,
92115,kwiktrip,4.769,3.989
92114,kwiktrip,4.859,3.889
92113,kwiktrip,4.799,3.989
92112,kwiktrip,4.739,4.089
92111,kwiktrip,4.559,3.989
92110,kwiktrip,4.289,3.989
92109,kwiktrip,5.259,4.119
92108,kwiktrip,4.499,
92107,kwiktrip,4.629,
92105,kwiktrip,4.899,
92104,kwiktrip,4.769,3.989
92103,kwiktrip,4.699,
92102,kwiktrip,4.699,
92101,kwiktrip,4.699,
92100,kwiktrip,4.499,
92099,kwiktrip,4.799,
92098,kwiktrip,4.699,
92097,kwiktrip,4.799,
92096,kwiktrip,4.739,
92095,kwiktrip,4.749,3.989
92094,kwiktrip,5.019,4.189
92093,kwiktrip,4.899,
92092,kwiktrip,5.049,3.959
92091,kwiktrip,4.559,
92090,kwiktrip,4.399,3.989
92089,kwiktrip,4.599,4.089
92088,kwiktrip,4.699,3.989
92087,kwiktrip,5.139,4.189
92086,kwiktrip,4.249,3.599
92085,kwiktrip,4.799,4.099
92083,kwiktrip,4.899,3.989
92082,kwiktrip,4.399,
92081,kwiktrip,3.989,3.989
92080,kwiktrip,4.699,
92079,kwiktrip,4.899,
92078,kwiktrip,4.699,3.989
92077,kwiktrip,4.999,3.989
92076,kwiktrip,4.749,3.989
92075,kwiktrip,4.749,
92074,kwiktrip,4.749,3.989
92073,kwiktrip,5.019,4.189
92072,kwiktrip,4.749,
92071,kwiktrip,4.539,4.089
92070,kwiktrip,4.699,
92069,kwiktrip,5.139,4.189
92068,kwiktrip,4.799,3.989
92067,kwiktrip,4.739,4.089
92066,kwiktrip,4.899,4.099
92065,kwiktrip,4.579,3.989
92064,kwiktrip,4.649,3.989
92063,kwiktrip,4.699,3.989
92062,kwiktrip,4.699,3.989
92061,kwiktrip,3.989,
92060,kwiktrip,4.539,4.089
92059,kwiktrip,4.799,3.989
92058,kwiktrip,4.899,3.999
92057,kwiktrip,4.799,
92056,kwiktrip,4.249,3.599
92055,kwiktrip,4.739,3.989
92054,kwiktrip,4.699,3.989
92053,kwiktrip,4.749,3.979
92052,kwiktrip,4.729,
92051,kwiktrip,4.839,
92050,kwiktrip,4.689,3.989
92049,kwiktrip,4.999,4.119
92048,kwiktrip,4.799,3.989
92047,kwiktrip,4.699,3.989
92046,kwiktrip,4.579,3.989
92045,kwiktrip,4.999,
92044,kwiktrip,4.799,3.989
92043,kwiktrip,4.729,
92042,kwiktrip,5.149,3.959
92041,kwiktrip,4.699,3.989
92039,kwiktrip,4.759,3.989
92038,kwiktrip,4.859,3.889
92037,kwiktrip,4.499,
92036,kwiktrip,4.699,
92035,kwiktrip,4.699,3.989
92034,kwiktrip,4.919,
92033,kwiktrip,4.459,
92032,kwiktrip,4.799,
92031,kwiktrip,4.699,3.989
92030,kwiktrip,4.599,3.989
92029,kwiktrip,4.799,
92028,kwiktrip,4.599,
92027,kwiktrip,4.879,3.949
92026,kwiktrip,4.599,0.0
92025,kwiktrip,4.989,
92024,kwiktrip,3.989,3.989
92023,kwiktrip,4.999,
92022,kwiktrip,4.449,3.989
92020,kwiktrip,4.249,3.989
92019,kwiktrip,4.599,3.989
92018,kwiktrip,4.799,3.989
92017,kwiktrip,4.449,3.989
92016,kwiktrip,4.699,3.989
92015,kwiktrip,4.749,4.099
92014,kwiktrip,5.189,3.959
92013,kwiktrip,5.099,3.989
92012,kwiktrip,4.699,3.989
92011,kwiktrip,4.499,3.989
92010,kwiktrip,4.799,3.989
92009,kwiktrip,4.799,3.989
92008,kwiktrip,5.099,
